birthDateDay,birthDateMonth,birthDateYear,bodytype,drinking,educationValue,gender,heightCm,locationFormatted,smoking,username,lat,long,minAge,maxAge,age,sexPreference,orientation
10,2,1983,average_build,socially,university,woman,161,taipei,no,tracyhsieh7,25.08126781,121.6149318,29,40,33,man,straight
5,3,1985,average_build,,university,woman,164,taipei,,luna_blue_moon,25.10330581,121.6150136,22,40,31,man,straight
21,10,1992,fit,socially,post_grad,man,0,taipei,no,kandykahn,25.12315968,121.6150352,19,34,24,woman,straight
28,8,1988,rather_not_say,not_at_all,university,woman,0,taipei,sometimes,love-vivienne,24.78468774,121.6150546,22,40,28,man,straight
29,9,1979,,,,woman,0,taipei,,weili_calico,25.10407471,121.6154268,30,58,37,man,straight
30,3,1970,average_build,socially,,man,175,taipei,no,bennychou,24.99366229,121.6156985,25,55,46,woman,straight
1,8,1988,,often,,woman,0,taipei,sometimes,lin-1777,25.04436611,121.6157125,21,40,28,man,straight
20,7,1976,average_build,socially,,man,173,taipei,no,sompm,24.97506886,121.6157286,26,43,40,woman,straight
5,12,1975,,,,woman,0,taipei,,ivone40,24.87312753,121.6157941,45,65,41,man,straight
19,11,1971,,socially,,woman,0,taipei,no,himalayer,25.06286051,121.615847,29,54,45,everyone,bisexual
30,11,1972,,,,woman,0,taipei,,magalikk,25.09694135,121.6160597,38,50,44,man,straight
5,1,1979,,socially,university,woman,164,taipei,no,minnieliau,25.00739542,121.6161261,30,42,38,man,straight
15,4,1984,,,,man,0,taipei,,simonscott,25.06680455,121.6162398,23,50,32,woman,straight
11,11,1962,,,,woman,0,taipei,,zoechih,25.1282017,121.6162465,34,94,54,man,straight
6,6,1992,,,university,woman,0,taipei,,verbisnoun,25.08371806,121.6162743,22,29,24,everyone,bisexual
11,12,1971,,socially,,woman,160,taipei,no,shinrong,24.96175617,121.6165515,36,53,45,man,straight
1,4,1964,average_build,socially,university,man,179,taipei,no,pelc0000,25.03976632,121.6165777,37,50,52,woman,straight
3,11,1990,,socially,,woman,0,taipei,no,chiaohsuan_clara,25.08349959,121.6166359,20,38,26,man,straight
7,12,1994,,,university,woman,0,taipei,no,angelusssycl,25.0236948,121.6166635,22,30,22,man,straight
9,5,1966,,not_at_all,university,woman,0,taipei,no,jasminasun,25.00206929,121.6167967,40,60,50,man,straight
16,3,1972,,,,man,0,taipei,,kptain,25.05721939,121.6170985,18,38,44,woman,straight
12,1,1972,average_build,socially,,man,172,taipei,no,betweensilence,24.97326211,121.6172321,35,45,45,woman,straight
22,9,1982,,not_at_all,university,woman,171,taipei,,patty0922,25.05604052,121.617234,31,42,34,man,straight
2,9,1981,,,,woman,0,taipei,,vivianawang,24.89211853,121.6173749,24,56,35,man,straight
3,11,1982,,,,woman,0,taipei,,elsa4ever,25.08051403,121.6173749,34,40,34,man,straight
31,10,1973,,socially,,woman,158,taipei,no,tchc2014,24.95061066,121.6173913,35,50,43,man,straight
1,8,1975,,,,man,0,taipei,,lovemaniacthecat,24.97862984,121.617422,27,68,41,woman,straight
29,1,1986,fit,socially,university,man,174,taipei,no,mactseng,24.92652102,121.6174268,24,30,30,woman,straight
29,4,1986,,,,woman,0,taipei,,vipasyanana,25.01790336,121.6174499,18,46,30,man,straight
30,3,1978,,socially,post_grad,woman,155,taipei,,joieeee,25.07058496,121.6175441,29,56,38,man,straight
6,8,1998,,,university,woman,156,taipei,sometimes,sandra0806,24.89463507,121.6176764,20,50,18,man,straight
22,12,1990,,,,woman,0,taipei,no,emma_redumbrella,25.02629693,121.6177056,19,36,26,man,straight
22,10,1980,,,,woman,0,taipei,,mhayjade,24.68585616,121.6177214,25,58,36,man,straight
25,5,1983,average_build,not_at_all,,man,172,taipei,no,lwh2016,24.99539652,121.617759,23,32,33,woman,straight
19,2,1993,,socially,,woman,0,taipei,yes,cassiehung,25.0859939,121.6178078,20,32,23,man,straight
15,11,1955,average_build,not_at_all,high_school,man,178,taipei,yes,kennyc168,24.94719718,121.617854,37,99,61,woman,straight
15,3,1997,,,university,woman,0,taipei,,mercytseng,24.99854019,121.6180584,18,30,19,man,straight
29,8,1988,,,,woman,0,taipei,,elvinmc,25.05585344,121.6181717,21,42,28,man,straight
1,1,1985,fit,socially,university,man,175,taipei,no,passion18,24.95979287,121.6182321,22,33,32,woman,straight
11,12,1988,fit,socially,university,man,173,taipei,no,crackedcentaur,25.05531829,121.6182969,20,25,28,woman,straight
31,1,1989,average_build,socially,university,woman,158,taipei,no,joanneecc,25.0489636,121.6183194,25,35,27,man,straight
18,7,1986,,socially,university,woman,166,taipei,no,dorimiri,25.04777841,121.6185446,28,40,30,man,straight
9,5,1984,,socially,university,woman,0,taipei,no,to12355686,24.98130308,121.6185669,20,40,32,man,straight
8,10,1991,curvy,socially,university,woman,156,taipei,sometimes,samantha1008tron,25.16186985,121.6187227,19,36,25,man,straight
11,4,1980,fit,socially,university,woman,157,taipei,no,reincarnation11,24.99186771,121.6187601,33,44,36,man,straight
28,11,1991,,,,woman,0,taipei,,abbey_leee,24.94845656,121.618794,19,36,25,man,straight
8,10,1990,thin,socially,university,man,173,taipei,no,bananajon,25.02065591,121.6188249,24,28,26,woman,straight
30,10,1994,,,,woman,0,taipei,,gbbc35611,25.0657788,121.6188456,20,50,22,man,straight
23,8,1980,,,,woman,0,taipei,,bubblesred_taco,25.008057,121.6188818,31,56,36,man,straight
21,10,1979,,socially,,woman,160,taipei,no,fkuo6,25.1739032,121.6189548,32,46,37,man,straight
15,11,1978,,socially,,woman,0,taipei,no,lilianachang,24.9718949,121.6192301,32,45,38,man,straight
19,3,1983,fit,not_at_all,university,man,178,taipei,no,mrartman,25.01313708,121.6193559,20,45,33,woman,straight
31,5,1982,,,,woman,0,nei-hu,,doreenvera,25.12274554,121.6194741,24,54,34,man,straight
18,9,1995,average_build,socially,,woman,0,taipei,no,zuquu,24.91337072,121.6194809,18,26,21,man,straight
16,7,1979,,socially,,man,0,taipei,sometimes,charles1879,24.98571951,121.6195165,18,37,37,woman,straight
5,9,1979,thin,socially,post_grad,woman,160,taipei,,trippingt,25.00489342,121.6195313,33,43,37,man,straight
24,11,1988,,,,woman,0,taipei,,stephaniealcanci,24.97965478,121.6195579,30,50,28,man,straight
2,1,1980,average_build,socially,,man,185,taipei,no,johnk0102,25.03675627,121.6196203,24,36,37,woman,straight
24,12,1977,average_build,socially,,man,174,taipei,no,kao1977,24.99930975,121.6196688,26,50,39,man,gay
31,10,1993,,,,man,0,taipei,,denisconstantin,24.97627755,121.6197746,18,36,23,woman,straight
3,6,1963,average_build,socially,post_grad,man,0,taipei,no,hsucf,25.46415626,121.6199481,23,45,53,woman,straight
16,7,1991,,often,university,woman,154,taipei,no,zonalin,24.97640251,121.6199723,22,35,25,man,straight
22,7,1976,,,,woman,0,taipei,,taipeiladie,25.09994925,121.6200892,30,58,40,man,straight
20,4,1990,average_build,socially,university,man,173,taipei,no,sprucehh,24.97674554,121.6201236,18,27,26,woman,straight
5,7,1989,curvy,,,woman,160,taipei,,whysojen,25.07569864,121.6202213,18,45,27,man,straight
8,1,1981,fit,socially,university,woman,154,taipei,no,audreycchen,25.10875822,121.6202213,33,45,36,man,straight
6,10,1992,,,,man,178,taipei,,millisilly,24.80943419,121.6203401,19,34,24,woman,straight
23,10,1993,,not_at_all,university,woman,157,taipei,no,suuyun,25.00684993,121.6204096,21,26,23,man,straight
22,12,1988,thin,socially,,woman,166,taipei,no,bsummer12,24.97598914,121.620483,26,32,28,man,straight
20,12,1974,fit,socially,post_grad,man,175,taipei,no,asodorf,24.77209403,121.6205869,27,34,42,woman,straight
15,12,1978,,,,woman,0,taipei,,mharu121578,25.03185125,121.6205992,26,62,38,man,straight
18,7,1984,,,,man,0,taipei,,jeffro999,25.08468774,121.6205992,23,50,32,woman,straight
1,5,1975,curvy,,,woman,170,taipei,,bb55sh,25.03018582,121.6206144,28,48,41,man,straight
5,1,1967,,socially,,man,0,taipei,no,smarcman,24.98579379,121.6207703,30,42,50,woman,straight
5,5,1968,a_little_extra,socially,university,man,174,taipei,no,leonpetrus,24.98153503,121.6209824,30,44,48,woman,straight
19,3,1991,,,,man,0,taipei,,keaneli,24.99511956,121.6211453,19,36,25,woman,straight
2,4,1990,,,,man,0,taipei,,lambond42,25.08670953,121.621172,18,38,26,woman,straight
31,1,1962,average_build,socially,university,man,185,taipei,no,xiaweiyidao,25.08851916,121.6211759,29,43,54,woman,straight
19,4,1958,a_little_extra,not_at_all,two_year_college,woman,168,taipei,no,amyhseu,24.8609636,121.6212037,48,60,58,man,straight
22,1,1983,,,,woman,0,taipei,no,smilepeipei,25.06514182,121.6212644,25,52,33,man,straight
22,12,1974,fit,socially,post_grad,man,174,taipei,no,casabon22,25.07098641,121.6213127,30,40,42,woman,straight
15,3,1989,,,,man,0,taipei,,chardy155,24.97794297,121.6213373,21,35,27,woman,straight
24,10,1994,,,,woman,0,taipei,,rita_rita1024,24.73063802,121.6213479,18,30,22,man,straight
29,3,1980,fit,socially,post_grad,man,168,taipei,no,yungbird,24.97939217,121.6214492,24,32,36,woman,straight
3,7,1988,,,,woman,0,taipei,no,liangmei,25.09607997,121.6216928,20,40,28,man,straight
14,12,1982,,,,woman,91,taipei,no,linettearaz,24.9857381,121.6216969,33,45,34,man,straight
13,8,1983,,socially,post_grad,man,168,taipei,,alfiesinger,25.04023633,121.6217648,25,40,33,woman,straight
8,10,1988,curvy,socially,university,woman,158,taipei,no,flyatddd,25.03038628,121.6219153,26,32,28,man,straight
10,4,1996,average_build,,university,woman,150,taipei,,emmali0410,25.0859297,121.621924,18,26,20,man,straight
28,5,1989,,,university,man,173,taipei,no,kiddyoyo,24.83571589,121.6221836,20,31,27,woman,straight
17,11,1991,,,,man,0,taipei,,rvva36,25.14037101,121.6221954,19,36,25,woman,straight
30,3,1975,thin,socially,post_grad,man,185,taipei,no,illsnidiotic,25.02556533,121.622228,27,48,41,woman,straight
10,5,1968,average_build,not_at_all,university,woman,155,taipei,no,por5911,24.98679361,121.622283,45,55,48,man,straight
22,2,1995,overweight,socially,university,woman,180,taipei,no,michelle90197,24.96928435,121.6223888,20,25,21,man,straight
30,7,1971,average_build,socially,,woman,160,taipei,no,dolphin168,25.02508958,121.6224121,35,50,45,man,straight
20,10,1991,,,,man,0,taipei,,cyrushoi,25.15211254,121.6224955,18,40,25,woman,straight
12,12,1982,,,,woman,0,taipei,,yoksldhfs,24.96153503,121.6226163,18,99,34,man,straight
20,4,1997,curvy,socially,university,woman,164,taipei,no,opatha85,25.15360703,121.6227516,18,24,19,everyone,bisexual
7,2,1981,curvy,socially,university,woman,166,taipei,no,drpuyuma81,24.97091454,121.6227932,24,56,35,man,straight
31,7,1978,average_build,socially,post_grad,woman,165,taipei,no,angelakao,24.91125307,121.6228038,33,45,38,man,straight
7,9,1986,thin,socially,university,man,170,taipei,no,twn_interpreter,24.98807582,121.6228592,18,32,30,woman,straight
19,2,1979,average_build,socially,,man,184,taipei,,sudhose1,25.12730322,121.6228681,18,60,37,woman,straight
27,2,1987,,,,woman,0,taipei,,twinscc,25.00419648,121.6229155,20,36,29,man,straight
26,9,1976,average_build,,,woman,0,taipei,,mariatheresa2626,25.04642749,121.6230184,27,66,40,man,straight
7,5,1991,thin,socially,,woman,172,taipei,no,michelle20756,25.07395739,121.6230184,25,34,25,man,straight
25,9,1988,,,,woman,92,taipei,no,solloso,25.00235136,121.6232655,21,42,28,man,straight
29,7,1975,,,,woman,0,taipei,,yuli1262,25.02797607,121.6233364,27,68,41,man,straight
28,8,1974,fit,socially,post_grad,woman,166,taipei,no,pau828,25.01786488,121.6234988,35,47,42,man,straight
13,6,1983,,,university,woman,0,taipei,no,nana_nana77,24.97695427,121.6235663,30,39,33,man,straight
1,9,1997,,,,woman,0,taipei,,ginalan,25.07314217,121.623709,18,26,19,man,straight
21,7,1975,,,,man,0,taipei,,kyromania,25.02439829,121.6237601,27,99,41,woman,straight
10,2,1994,average_build,socially,two_year_college,man,183,taipei,no,jj7810,25.05992124,121.6237926,18,35,22,woman,straight
8,1,1977,fit,socially,,man,180,taipei,no,maxiu-in-taipei,25.02024095,121.6238024,24,41,40,woman,straight
28,10,1989,fit,socially,university,man,184,taipei,,rayleii,25.07259775,121.6238297,20,35,27,woman,straight
6,9,1980,,,,woman,0,taipei,,orangelipkiss,25.07765634,121.6239063,33,48,36,man,straight
25,12,1981,average_build,socially,post_grad,man,178,taipei,no,housecheng,25.06579942,121.6239634,25,35,35,woman,straight
12,8,1977,,,,man,0,taipei,,travelfriend99,24.99108755,121.6239748,22,62,39,woman,straight
17,1,1987,,,post_grad,woman,152,taipei,,crandin,25.00126331,121.6240042,28,45,29,man,straight
29,12,1972,,,,man,0,taipei,,adamhouse,25.02968491,121.6241457,28,72,44,woman,straight
2,11,1996,,,,woman,0,taipei,,arlene283,25.05995891,121.6242503,19,25,20,man,straight
21,11,1981,,socially,university,man,187,taipei,no,tomwaitsmania,25.12258624,121.6243523,23,54,35,woman,straight
21,11,1971,average_build,socially,post_grad,man,171,taipei,no,virtualbug,25.11404468,121.624438,27,40,45,woman,straight
23,10,1992,,socially,,woman,160,taipei,no,23_missm,25.02874419,121.6247002,19,34,24,man,straight
8,2,1985,thin,,post_grad,man,173,taipei,,duncansan,25.08710912,121.624872,21,35,31,woman,straight
12,5,1985,,,,woman,0,taipei,,carolinachangtw,25.08290553,121.6249064,27,40,31,man,straight
20,11,1968,thin,socially,,woman,163,taipei,no,twtulip,24.99588733,121.6250294,35,55,48,man,straight
22,12,1991,,,,woman,0,taipei,,bratinellabratt,25.04805794,121.6254007,19,34,25,man,straight
12,8,1986,,often,post_grad,woman,155,taipei,,cwc0812,25.0329636,121.6256362,30,40,30,man,straight
30,10,1982,,socially,,woman,0,taipei,no,demi_liu,24.99679339,121.6256678,30,40,34,man,straight
9,8,1981,fit,,post_grad,man,175,taipei,,coralfox98,24.97442701,121.6257559,24,38,35,woman,straight
10,7,1979,fit,often,university,woman,158,taipei,no,ycheryl,24.86902917,121.6259412,35,45,37,everyone,bisexual
8,11,1976,average_build,not_at_all,university,man,164,taipei,no,arteago,24.98550597,121.6259804,25,32,40,woman,straight
22,12,1990,fit,not_at_all,post_grad,man,173,taipei,no,boltwalton,24.98977423,121.6260756,19,36,26,woman,straight
18,8,1988,,,,man,0,taipei,,maxho081i,25.06331773,121.626101,21,42,28,woman,straight
26,6,1990,,,,man,0,taipei,,jay0626fred,24.99553845,121.6261745,19,28,26,woman,straight
18,2,1983,fit,socially,two_year_college,man,188,taipei,no,canada_curtis,24.94600708,121.6261863,23,41,33,woman,straight
31,8,1994,,socially,university,woman,0,taipei,no,estefania1234,25.04756214,121.6261863,22,30,22,man,straight
18,12,1988,fit,,university,man,170,taipei,,cs3732c,24.9329636,121.6262964,18,27,28,woman,straight
2,4,1987,,,,woman,0,taipei,,peipei_taipei,25.07615297,121.626354,21,44,29,man,straight
21,5,1990,,socially,university,woman,160,taipei,no,vicky79521,25.11360876,121.6265733,20,38,26,man,straight
10,10,1982,fit,socially,post_grad,man,177,taipei,no,shsh66,25.00351575,121.6269202,24,35,34,woman,straight
7,11,1976,average_build,socially,post_grad,man,180,taipei,no,nicecivio,25.00538566,121.6270151,26,35,40,woman,straight
7,9,1989,thin,socially,university,woman,163,taipei,no,jia-syuan,25.18851916,121.6271151,24,34,27,man,straight
24,12,1979,,socially,,woman,171,taipei,,clairepingu,25.08708125,121.6272246,24,40,37,man,straight
25,6,1993,average_build,socially,university,woman,165,taipei,no,sung_linnn,25.0079636,121.6273115,23,28,23,man,straight
5,8,1993,thin,often,,woman,0,taipei,no,yumichen,25.05219437,121.6280355,18,32,23,man,straight
19,4,1994,,,,woman,0,taipei,,tracychen123,25.0329636,121.6281669,18,35,22,man,straight
22,1,1995,fit,,,man,174,taipei,,dfgh009,25.06005429,121.6281719,18,26,21,woman,straight
19,1,1986,,,,woman,0,taipei,,jingerfromspace,24.99863524,121.6282211,22,46,30,man,straight
5,5,1978,fit,not_at_all,,woman,161,taipei,no,babygang,25.0930659,121.6286379,36,46,38,man,straight
11,2,1986,average_build,socially,university,woman,168,taipei,no,kkii211,25.12790031,121.6290632,27,42,30,man,straight
14,1,1971,average_build,socially,university,man,188,taipei,no,rjwguitar,25.37089463,121.6290632,19,45,46,woman,straight
2,7,1984,,,,man,0,taipei,,twhandsome,25.09562024,121.6292838,22,30,32,woman,straight
6,7,1980,thin,,,woman,0,taipei,,littlewoman11,24.9932285,121.6293157,33,43,36,man,straight
4,6,1976,fit,socially,post_grad,man,175,taipei,no,kramerican,25.02430559,121.6295294,24,34,40,woman,straight
16,6,1985,average_build,socially,,woman,155,taipei,sometimes,linlin616,24.93969935,121.6296726,30,45,31,man,straight
11,8,1989,,,,woman,0,taipei,,echoforest,24.96338431,121.6297769,20,35,27,man,straight
14,9,1987,average_build,,post_grad,woman,0,taipei,no,amy0914,25.03584544,121.6299429,20,40,29,man,straight
31,8,1974,average_build,socially,,man,174,taipei,no,steventzou,24.99162815,121.6299892,27,36,42,woman,straight
16,3,1981,,,,woman,0,taipei,,erichuang1028,25.03567363,121.6300148,19,36,35,man,straight
31,3,1992,,,,woman,0,taipei,,lucusfromtaiwn,25.1126863,121.6300422,18,35,24,man,straight
4,2,1981,fit,socially,post_grad,man,175,taipei,sometimes,jay34970,24.9929636,121.6302416,25,35,35,woman,straight
20,12,1979,thin,socially,,woman,0,taipei,,hsiumei,25.02918288,121.6302917,27,52,37,man,straight
4,11,1984,fit,socially,post_grad,man,167,taipei,no,xahidlone,24.99267056,121.630487,18,40,32,woman,straight
29,1,1987,,socially,,woman,170,taipei,no,heathered85,25.10410985,121.6305431,30,42,29,man,straight
3,3,1988,fit,,,man,167,taipei,,ajaysingh11,25.13929844,121.6305999,21,42,28,woman,straight
17,5,1982,fit,not_at_all,two_year_college,man,180,taipei,no,panwily,25.02179042,121.6307329,25,40,34,woman,straight
17,11,1989,fit,socially,university,man,183,taipei,sometimes,andlie111,25.20474274,121.6307863,19,30,27,woman,straight
5,4,1987,,,,man,178,taipei,,owenytlo,24.96464062,121.6309608,19,30,29,woman,straight
30,10,1986,average_build,socially,post_grad,man,172,taipei,no,danny_par,24.81972831,121.6310006,25,58,30,everyone,bisexual
28,12,1993,fit,socially,university,man,190,taipei,no,ping-che,25.08090881,121.6310757,18,30,23,woman,straight
31,10,1978,,socially,post_grad,woman,0,taipei,no,catherinehsu1978,25.06054981,121.6311864,30,45,38,man,straight
6,10,1975,,socially,,woman,0,taipei,no,silviahui,25.00374282,121.631438,27,60,41,man,straight
22,1,1984,,,,woman,0,taipei,,lalaqqq,24.95188252,121.631486,23,50,32,man,straight
22,2,1986,,socially,university,man,175,taipei,yes,cheyulin,24.99090753,121.6315285,22,46,30,woman,straight
28,6,1992,fit,,,man,180,taipei,,uccaa,25.0144069,121.631624,18,32,24,woman,straight
4,8,1994,,,,woman,0,taipei,,alicechen0804,25.06386868,121.631624,18,38,22,man,straight
21,9,1967,average_build,socially,,man,173,taipei,no,joeshan6777,24.99743591,121.6316407,31,84,49,woman,straight
6,6,1979,,,,man,0,taipei,,gaelfoster,24.97644186,121.6317775,25,60,37,woman,straight
20,2,1982,used_up,,space_camp,woman,157,taipei,,punkec,24.96500243,121.6317985,18,99,34,man,straight
27,9,1992,,,,woman,0,taipei,no,mqy0627,24.97635983,121.6319162,19,34,24,man,straight
24,10,1978,,,,man,0,taipei,,domenico78,25.0033778,121.6321882,26,62,38,woman,straight
24,9,1991,,,university,man,177,taipei,,leeasu,24.98641705,121.6322419,18,48,25,woman,straight
30,5,1975,average_build,socially,post_grad,man,180,taipei,,praefectus_lupus,25.17963027,121.6322916,27,68,41,woman,straight
28,2,1994,average_build,socially,university,man,178,taipei,no,aznwes,24.96201765,121.6324124,18,24,22,woman,straight
22,8,1989,overweight,not_at_all,university,woman,160,taipei,no,rosechou,24.9929636,121.6325,20,40,27,man,straight
5,4,1996,,,,woman,175,taipei,,spicegirlfromtw,24.98459601,121.6325646,20,35,20,man,straight
4,2,1982,,,,woman,163,taipei,,janizucenon,25.07130557,121.6325774,34,54,34,man,straight
16,6,1996,,socially,university,woman,160,taipei,no,qlily,24.97201833,121.632591,18,26,20,man,straight
5,5,1977,,,,woman,0,taipei,,purplesharon,25.07334617,121.6327767,33,40,39,man,straight
3,12,1985,,,,woman,158,taipei,,angelalac,25.06682814,121.6328249,25,46,31,man,straight
12,8,1991,average_build,socially,university,man,180,taipei,no,jasontaike,24.9721271,121.6328587,18,38,25,woman,straight
31,12,1987,,socially,university,woman,165,taipei,,zoeliuxxx,25.07233368,121.633096,24,35,29,man,straight
16,5,1981,overweight,socially,university,man,175,taipei,no,jamiesonkao,24.93637269,121.6332234,24,36,35,woman,straight
4,7,1990,fit,socially,,man,175,taipei,no,mike1021031,25.0729085,121.6332234,20,38,26,woman,straight
21,12,1989,a_little_extra,socially,university,man,183,taipei,no,davionb,25.01006284,121.6333001,21,35,27,woman,straight
26,12,1961,thin,not_at_all,university,woman,173,taipei,no,anniechiang,24.94862625,121.633388,40,65,55,man,straight
1,4,1978,,not_at_all,university,woman,0,taipei,no,joantai,25.13970517,121.633454,26,62,38,man,straight
16,5,1986,fit,socially,post_grad,man,170,taipei,no,minions_4ever,24.99637823,121.6334896,24,31,30,woman,straight
24,2,1996,,,,woman,0,taipei,,milllllllly,24.996407,121.6340543,18,26,20,man,straight
31,3,1981,fit,socially,university,man,178,taipei,no,jackgallant81,25.01550724,121.6340543,18,45,35,woman,straight
5,4,1986,,,,woman,0,taipei,,itstuity,25.00335084,121.6341403,25,35,30,man,straight
9,12,1984,,,university,woman,160,taipei,no,jadeke,25.06504916,121.6342,28,40,32,man,straight
30,9,1989,,socially,,woman,0,taipei,no,imwhoulike,25.05503866,121.6343281,26,33,27,man,straight
1,9,1980,,socially,,woman,161,taipei,no,nana0901,25.38634706,121.6343923,35,65,36,man,straight
19,5,1983,,,,woman,0,taipei,,shingingstart,25.03527041,121.6345512,30,40,33,man,straight
28,8,1986,fit,socially,post_grad,woman,165,taipei,no,janewu28,24.99684903,121.634631,28,35,30,man,straight
17,9,1966,rather_not_say,not_at_all,,woman,0,taipei,no,sabrina0917,25.02995759,121.6348712,30,55,50,man,straight
8,10,1987,,socially,university,woman,0,taipei,sometimes,gracyshih,24.97519468,121.6349057,21,42,29,woman,gay
21,1,1986,average_build,socially,post_grad,man,177,taipei,no,martinko,25.14857054,121.6349057,24,34,30,woman,straight
1,11,1990,,socially,,man,0,taipei,no,hisayhellonow,24.72808555,121.6351383,18,45,26,woman,straight
1,7,1982,fit,socially,university,man,181,taipei,no,italian_o,24.99315095,121.6353569,18,32,34,woman,straight
11,1,1986,fit,socially,university,man,178,taipei,no,hiphopisforlife,25.01541974,121.6354548,21,33,31,woman,straight
7,10,1986,,,,man,0,taipei,,a0710,24.78891598,121.6358966,18,28,30,woman,straight
9,8,1992,fit,socially,post_grad,man,180,taipei,no,pyyt,25.20056137,121.6362233,18,45,24,woman,straight
8,5,1978,,,,woman,0,taipei,,susithecat,24.90993521,121.636236,27,52,38,man,straight
29,7,1988,,,,man,0,taipei,,mathieu51,24.99516291,121.6364928,20,35,28,woman,straight
22,9,1990,,,,man,0,taipei,,xander01asaurus,24.9967136,121.6365092,20,38,26,woman,straight
1,1,1986,fit,,,man,172,taipei,,deep_cube,25.04763629,121.6367177,18,70,31,woman,straight
1,12,1980,a_little_extra,socially,,man,168,taipei,no,krolll07,25.0086327,121.6368554,24,42,36,woman,straight
3,10,1992,average_build,socially,university,man,179,taipei,sometimes,lin_wei-wei,25.06461828,121.6368554,19,34,24,woman,straight
17,1,1994,,socially,university,woman,170,taipei,no,taylorhhhhhh,24.93440097,121.6371628,18,30,22,man,straight
14,8,1974,average_build,socially,,woman,169,taipei,no,hgyichieh,25.04184459,121.6373692,35,50,42,man,straight
18,10,1976,fit,socially,,woman,168,taipei,no,ruhsu1018,24.98231001,121.6374143,27,66,40,man,straight
12,4,1986,,socially,post_grad,woman,0,taipei,no,aprillai,24.99882263,121.6374792,28,35,30,man,straight
23,1,1997,,,,man,0,taipei,,bryancthesurf,25.02402363,121.6378906,18,26,19,woman,straight
7,11,1981,,,post_grad,woman,0,taipei,,marianajp,25.04957095,121.6379144,24,56,35,man,straight
24,7,1983,fit,socially,post_grad,woman,160,taipei,no,amay724,24.98273529,121.6379459,28,42,33,man,straight
28,10,1983,average_build,socially,,woman,179,taipei,no,jessic179jessie,25.14217862,121.6380525,28,45,33,man,straight
30,4,1986,,,,man,0,taipei,,gvlion,24.9096392,121.6381541,20,40,30,woman,straight
11,9,1994,average_build,socially,,man,173,taipei,sometimes,therealutku,25.35470273,121.638324,19,30,22,woman,straight
27,4,1978,,,,man,0,taipei,,kmikeriley,24.87577296,121.6385262,26,42,38,woman,straight
15,4,1987,,,,man,0,taipei,,lamzaa,24.9919636,121.6385975,19,42,29,woman,straight
14,1,1985,,,,woman,0,beitou,,natashac-o-matic,25.17942171,121.6386135,22,48,31,man,straight
16,8,1987,,,,man,180,taipei,,jensenadam77,25.0046998,121.6388213,21,42,29,woman,straight
12,6,1980,,socially,university,woman,0,taipei,no,cgihs,25.04098767,121.6392523,29,49,36,man,straight
1,9,1983,,,university,woman,0,taipei,no,melissaapplemoon,25.05373511,121.6394371,26,40,33,man,straight
13,10,1983,average_build,socially,university,man,194,taipei,no,joomgee,25.00986891,121.6395009,22,35,33,woman,straight
30,11,1986,,,,woman,0,taipei,no,anngo0229,25.06188922,121.6398949,22,46,30,man,straight
1,1,1982,average_build,often,university,man,175,taipei,no,bcbcbc38,25.00279769,121.6399366,20,34,35,woman,straight
1,8,1990,,,,woman,0,taipei,,v33733v,24.72455239,121.6400189,20,38,26,man,straight
3,8,1968,,,,woman,0,taipei,,nadiayang7,25.050003,121.6400537,31,82,48,man,straight
20,3,1987,fit,socially,post_grad,man,175,taipei,no,rakhee424,25.07967273,121.6404268,25,35,29,woman,straight
10,2,1977,fit,socially,two_year_college,woman,167,taipei,no,linda21077,24.9108262,121.640552,29,45,39,man,straight
30,10,1960,average_build,socially,university,woman,168,taipei,no,soniblue,25.07860118,121.6406405,54,65,56,man,straight
2,6,1980,curvy,socially,,woman,153,taipei,no,janice0602,24.97964948,121.6407944,30,50,36,man,straight
7,3,1978,average_build,socially,,man,0,taipei,,toyzmachine,24.97478178,121.6408578,24,38,38,woman,straight
13,2,1993,,socially,,woman,0,nei-hu,,mmming021313,25.05088351,121.641022,23,32,23,man,straight
5,1,1981,fit,socially,,woman,166,taipei,no,calaiswelsh,25.07159996,121.6415939,30,45,36,man,straight
9,10,1962,a_little_extra,socially,post_grad,man,168,taipei,no,taipeihd48,24.95504152,121.6418313,40,61,54,woman,straight
26,8,1990,,,,woman,0,taipei,,cclani,25.09017184,121.6421531,25,30,26,man,straight
23,12,1992,thin,,,woman,0,taipei,no,chenyaou,25.12615356,121.6422022,18,50,24,man,straight
3,5,1989,average_build,socially,post_grad,man,195,taipei,no,wanderinirish,25.10355184,121.642491,20,40,27,woman,straight
28,12,1988,,socially,university,woman,0,taipei,no,hana7333,25.06450105,121.6425059,20,40,28,man,straight
25,1,1983,a_little_extra,often,university,man,180,taipei,no,damicra1983,25.03957736,121.6425781,18,52,33,woman,straight
23,12,1992,,,,woman,0,taipei,no,amylo09,24.98979813,121.6426327,23,32,24,man,straight
21,7,1989,,,,man,178,taipei,no,bensonxtw,25.08463958,121.6426327,20,40,27,woman,straight
28,10,1980,fit,,,man,180,taipei,,andrew_lipus,24.96278816,121.642836,18,40,36,woman,straight
29,12,1989,,,,man,0,taipei,,bag_o_ayaan,24.98685409,121.6429462,20,38,27,woman,straight
27,10,1975,,socially,post_grad,man,179,taipei,no,blendmeister,25.04033461,121.6429584,26,43,41,woman,straight
